MOLECULE_ID;SMILES;CELL_LINE;TEST_TYPE;RACEMAT;R;S;RR;SS;RS;SR;CIS;TRANS;INDOLE;IC50;Source;Reference
US202311795164B1_153;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)OC(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;24.2;patent;US202311795164B1
US202311795164B1_154;C1[C@H]([C@@H](CO1)O)NC(=O)C2=CC(=NN(C2=O)C3=CC(=CN=C3)F)C4=CC=C(C=C4)Cl;0;Luminescence;1;0;0;0;0;0;0;0;1;0;36.8;patent;US202311795164B1
US202311795164B1_157;C1[C@H]([C@H](CO1)O)NC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)OC(F)(F)F;0;Luminescence;1;0;0;0;0;0;0;0;1;0;39.3;patent;US202311795164B1
US202311795164B1_160;C1[C@H]([C@@H](CO1)O)NC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)OC(F)(F)F;0;Luminescence;1;0;0;0;0;0;0;0;1;0;79.2;patent;US202311795164B1
US202311795164B1_163;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=C(C=C(C=C3)Cl)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;134;patent;US202311795164B1
US202311795164B1_164;C1CC[C@H]([C@H](C1)NC(=O)C2=CC(=NN(C2=O)C3=CN=NC=C3)C4=CC=C(C=C4)Cl)O;0;Luminescence;0;0;0;0;0;1;0;0;0;0;157;patent;US202311795164B1
US202311795164B1_165;C1C[C@@H]([C@H](C1)O)NC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CN=C(C=C4)C(F)F;0;Luminescence;0;0;0;0;1;0;0;0;0;0;209;patent;US202311795164B1
US202311795164B1_166;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CN=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;180;patent;US202311795164B1
US202311795164B1_167;C1C[C@@H]([C@@H](C1)O)NC(=O)C2=CC(=NN(C2=O)C3=CN=NC=C3)C4=CC=C(C=C4)Cl;0;Luminescence;0;0;0;0;0;0;1;0;0;0;239;patent;US202311795164B1
US202311795164B1_168;C1C[C@@H]([C@H](C1)O)NC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)Cl;0;Luminescence;1;0;0;0;0;0;0;0;1;0;240;patent;US202311795164B1
US202311795164B1_171;C1CC(C(C1)O)NC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)Cl;0;Luminescence;1;0;0;0;0;0;0;1;0;0;58.4;patent;US202311795164B1
US202311795164B1_177;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=NC=C2)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;465;patent;US202311795164B1
US202311795164B1_178;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CN=NC=C2)C3=CC=C(C=C3)Cl)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;594;patent;US202311795164B1
US202311795164B1_179;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)C#N;0;Luminescence;0;0;1;0;0;0;0;0;0;0;736;patent;US202311795164B1
US202311795164B1_180;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CN=C(C=C3)C(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;794;patent;US202311795164B1
US202311795164B1_181;C1[C@@H]([C@@H](CO1)O)NC(=O)C2=CC(=NN(C2=O)C3=CN=NC=C3)C4=CC=C(C=C4)Cl;0;Luminescence;1;0;0;0;0;0;0;1;0;0;911;patent;US202311795164B1
US202311795164B1_182;C1[C@@H]([C@@H](CO1)O)NC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CN=C(C=C4)C(F)F;0;Luminescence;1;0;0;0;0;0;0;1;0;0;6110;patent;US202311795164B1
US202311795164B1_185;CC(C)(C(C(F)(F)F)NC(=O)C1=CC(=NN(C1=O)C2=CN=CN=C2)C3=CC=C(C=C3)Cl)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;37.1;patent;US202311795164B1
US202311795164B1_188;C1CC1(CNC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)C(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;12.5;patent;US202311795164B1
US202311795164B1_189;C1CC(C1)(CNC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)C(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;3.03;patent;US202311795164B1
US202311795164B1_190;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CNN=C2)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;65.6;patent;US202311795164B1
US202311795164B1_191;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)N(C)C;0;Luminescence;0;0;1;0;0;0;0;0;0;0;3.35;patent;US202311795164B1
US202311795164B1_192;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=NN(C=C2)C)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;341;patent;US202311795164B1
US202311795164B1_193;CC1=CC(=NN1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)N[C@@H](C)CO;0;Luminescence;0;0;1;0;0;0;0;0;0;0;352;patent;US202311795164B1
US202311795164B1_194;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CSN=C2)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;3.09;patent;US202311795164B1
US202311795164B1_195;C1CC(C1)(CNC(=O)C2=CC(=NN(C2=O)C3=CSN=C3)C4=CC=C(C=C4)C(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;0.363;patent;US202311795164B1
US202311795164B1_196;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CSN=C2)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;0.418;patent;US202311795164B1
US202311795164B1_198;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)N[C@H](CO)C(F)(F)F)C3=CSN=C3)Cl;0;Luminescence;0;1;0;0;0;0;0;0;0;0;0.599;patent;US202311795164B1
US202311795164B1_199;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)NC[C@@H](C(F)(F)F)O)C3=CSN=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;0.694;patent;US202311795164B1
US202311795164B1_200;C1CC(C1)(CNC(=O)C2=CC(=NN(C2=O)C3=CSN=C3)C4=CC=C(C=C4)Cl)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;0.734;patent;US202311795164B1
US202311795164B1_201;C1CC(C1)(CNC(=O)C2=CC(=NN(C2=O)C3=CSN=C3)C4=CC=C(C=C4)Cl)O;0;Luminescence;0;1;0;0;0;0;0;0;0;0;0.823;patent;US202311795164B1
US202311795164B1_202;C[C@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;0.825;patent;US202311795164B1
US202311795164B1_203;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)N[C@H](CO)CF)C3=CSN=C3)C(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;0.852;patent;US202311795164B1
US202311795164B1_204;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N[C@H]4CCC[C@H]4O;0;Luminescence;0;0;0;0;0;0;1;0;0;0;1;patent;US202311795164B1
US202311795164B1_205;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CSN=C2)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;1.06;patent;US202311795164B1
US202311795164B1_206;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;1.07;patent;US202311795164B1
US202311795164B1_207;C1CC1[C@@H](CO)NC(=O)C2=CC(=NN(C2=O)C3=CSN=C3)C4=CC=C(C=C4)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;1.21;patent;US202311795164B1
US202311795164B1_208;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CSN=C2)C3=CC=C(C=C3)C(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;1.22;patent;US202311795164B1
US202311795164B1_209;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CSN=C2)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;1.24;patent;US202311795164B1
US202311795164B1_210;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N[C@H]4CCC[C@@H]4O;0;Luminescence;0;0;0;0;1;0;0;0;0;0;1.46;patent;US202311795164B1
US202311795164B1_211;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N[C@H](CO)CF;0;Luminescence;0;1;0;0;0;0;0;0;0;0;1.62;patent;US202311795164B1
US202311795164B1_212;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)N[C@H](CO)C(F)(F)F)C3=CNN=C3)C(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;1.69;patent;US202311795164B1
US202311795164B1_213;CC(C)(C(C(F)(F)F)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)C(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;1.92;patent;US202311795164B1
US202311795164B1_214;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)N[C@H](CO)C(F)(F)F)C3=CN(N=C3)C(F)F)C(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;2.07;patent;US202311795164B1
US202311795164B1_215;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N[C@@H]4COC[C@@H]4O;0;Luminescence;1;0;0;0;0;0;0;1;0;0;2.21;patent;US202311795164B1
US202311795164B1_216;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)NC[C@@H](C(F)(F)F)O)C3=CNN=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;2.38;patent;US202311795164B1
US202311795164B1_219;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)NC[C@@H](C(F)F)O;0;Luminescence;0;0;1;0;0;0;0;0;0;0;3.21;patent;US202311795164B1
US202311795164B1_220;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CC=C(S2)F)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;3.36;patent;US202311795164B1
US202311795164B1_221;C1=CC(=CN=C1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N[C@H](CO)CF;0;Luminescence;0;1;0;0;0;0;0;0;0;0;3.63;patent;US202311795164B1
US202311795164B1_222;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CSN=C2)C3=CC=C(C=C3)Cl)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;4.27;patent;US202311795164B1
US202311795164B1_223;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)NC[C@@H](C(F)(F)F)O)C3=CN(N=C3)C(F)F)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;4.31;patent;US202311795164B1
US202311795164B1_224;C1C[C@@H]([C@@H]1NC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)C(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;1;0;0;4.37;patent;US202311795164B1
US202311795164B1_225;CC1=CC(=CS1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)NC[C@@H](C(F)(F)F)O;0;Luminescence;0;0;1;0;0;0;0;0;0;0;5.04;patent;US202311795164B1
US202311795164B1_226;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;5.91;patent;US202311795164B1
US202311795164B1_227;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)N[C@H](CO)C#N;0;Luminescence;0;0;1;0;0;0;0;0;0;0;5.99;patent;US202311795164B1
US202311795164B1_228;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C(F)F)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;13.3;patent;US202311795164B1
US202311795164B1_232;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)NC[C@@H](C(F)(F)F)O)C3=CSC(=C3)Cl)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;8.16;patent;US202311795164B1
US202311795164B1_233;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CSN=C2)C3=CN=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;8.23;patent;US202311795164B1
US202311795164B1_234;C[C@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;8.42;patent;US202311795164B1
US202311795164B1_235;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)NC[C@@H](C(F)(F)F)O)C3=CON=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;8.87;patent;US202311795164B1
US202311795164B1_236;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)N[C@H](CO)C(F)(F)F)C3=CN(N=C3)C(F)F)Cl;0;Luminescence;0;1;0;0;0;0;0;0;0;0;9.03;patent;US202311795164B1
US202311795164B1_237;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)NC[C@@H](C(F)(F)F)O)C3=CN=CN=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;3.38;patent;US202311795164B1
US202311795164B1_238;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N[C@H](CO)C4CC4;0;Luminescence;0;0;1;0;0;0;0;0;0;0;9.88;patent;US202311795164B1
US202311795164B1_239;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N[C@@H]4CCC[C@@H]4O;0;Luminescence;0;0;0;0;0;1;0;0;0;0;10;patent;US202311795164B1
US202311795164B1_240;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CSN=C2)C3=CN=C(C=C3)C(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;10.6;patent;US202311795164B1
US202311795164B1_242;CC1=CC(=CS1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)N[C@@H](C)CO;0;Luminescence;0;0;1;0;0;0;0;0;0;0;11.1;patent;US202311795164B1
US202311795164B1_243;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CSC(=C2)Cl)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;11.8;patent;US202311795164B1
US202311795164B1_244;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CNN=C2)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;11.9;patent;US202311795164B1
US202311795164B1_245;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N[C@@H](CO)CF ;0;Luminescence;0;0;1;0;0;0;0;0;0;0;12.8;patent;US202311795164B1
US202311795164B1_246;CC1=CC(=CS1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)NCC(C)(C)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;13.2;patent;US202311795164B1
US202311795164B1_248;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)N[C@@H]4CCC[C@H]4O;0;Luminescence;0;0;0;1;0;0;0;0;0;0;14.1;patent;US202311795164B1
US202311795164B1_250;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CSC(=C2)Cl)C3=CC=C(C=C3)Cl)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;16.9;patent;US202311795164B1
US202311795164B1_251;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CSN=C2)C3=CN=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;17.9;patent;US202311795164B1
US202311795164B1_253;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CON=C2)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;19.4;patent;US202311795164B1
US202311795164B1_254;C1=CC(=CN=C1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)N[C@H](CO)C#N;0;Luminescence;0;0;1;0;0;0;0;0;0;0;22.9;patent;US202311795164B1
US202311795164B1_255;C1=CC(=CN=C1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)C(F)(F)F)C(=O)NC[C@@H](CF)O;0;Luminescence;0;0;1;0;0;0;0;0;0;0;25.8;patent;US202311795164B1
US202311795164B1_256;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)NC[C@@H](C(F)(F)F)O)C3=CN(N=C3)C(F)F)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;26;patent;US202311795164B1
US202311795164B1_257;COC[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;26.3;patent;US202311795164B1
US202311795164B1_258;C1C[C@@H]([C@@H]1NC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)Cl)O;0;Luminescence;1;0;0;0;0;0;0;1;0;0;27.5;patent;US202311795164B1
US202311795164B1_259;C1CC1[C@@H](CO)NC(=O)C2=CC(=NN(C2=O)C3=CC(=CN=C3)F)C4=CC=C(C=C4)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;28.1;patent;US202311795164B1
US202311795164B1_260;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CNN=C2)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;29.4;patent;US202311795164B1
US202311795164B1_261;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C(F)F)C3=CC=C(C=C3)C(F)(F)F;0;Luminescence;0;0;1;0;0;0;0;0;0;0;33;patent;US202311795164B1
US202311795164B1_262;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C(F)F)C3=CC=C(C=C3)C(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;41.2;patent;US202311795164B1
US202311795164B1_263;C1CC1(CNC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)Cl)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;41.9;patent;US202311795164B1
US202311795164B1_264;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C(F)F)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;44.4;patent;US202311795164B1
US202311795164B1_265;C[C@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN=CN=C2)C3=CC=C(C=C3)Cl;0;Luminescence;0;1;0;0;0;0;0;0;0;0;48.8;patent;US202311795164B1
US202311795164B1_266;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CNN=C2)C3=CC=C(C=C3)C(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;56.8;patent;US202311795164B1
US202311795164B1_269;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CON=C2)C3=CC=C(C=C3)Cl)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;61.7;patent;US202311795164B1
US202311795164B1_270;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)NC[C@@H](CF)O;0;Luminescence;0;0;1;0;0;0;0;0;0;0;64.5;patent;US202311795164B1
US202311795164B1_271;C1=CC(=CC=C1C2=NN(C(=O)C(=C2)C(=O)N[C@H](CO)C(F)(F)F)C3=CN=CN=C3)Cl;0;Luminescence;0;1;0;0;0;0;0;0;0;0;72;patent;US202311795164B1
US202311795164B1_272;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C(F)F)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;91.1;patent;US202311795164B1
US202311795164B1_273;C1CC1[C@@H](CO)NC(=O)C2=CC(=NN(C2=O)C3=CN=CN=C3)C4=CC=C(C=C4)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;101;patent;US202311795164B1
US202311795164B1_275;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)CF)C(=O)N[C@H](CO)C(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;130;patent;US202311795164B1
US202311795164B1_276;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CNN=C2)C3=CC=C(C=C3)Cl;0;Luminescence;0;1;0;0;0;0;0;0;0;0;131;patent;US202311795164B1
US202311795164B1_277;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CN=CN=C2)C3=CC=C(C=C3)Cl)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;139;patent;US202311795164B1
US202311795164B1_278;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C(F)F)C3=CC=C(C=C3)Cl)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;140;patent;US202311795164B1
US202311795164B1_279;C[C@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=CN=C2)C3=CC=C(C=C3)Cl;0;Luminescence;0;1;0;0;0;0;0;0;0;0;168;patent;US202311795164B1
US202311795164B1_280;C1=CC(=CN=C1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)CF)C(=O)NC[C@@H](C(F)(F)F)O;0;Luminescence;0;0;1;0;0;0;0;0;0;0;178;patent;US202311795164B1
US202311795164B1_282;C1=CC(=CN=C1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)CF)C(=O)N[C@H](CO)C(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;304;patent;US202311795164B1
US202311795164B1_283;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)CF)C(=O)NC[C@@H](C(F)(F)F)O;0;Luminescence;0;0;1;0;0;0;0;0;0;0;430;patent;US202311795164B1
US202311795164B1_284;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C)C3=CC=C(C=C3)CF;0;Luminescence;0;0;1;0;0;0;0;0;0;0;571;patent;US202311795164B1
US202311795164B1_285;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)CF;0;Luminescence;0;0;1;0;0;0;0;0;0;0;602;patent;US202311795164B1
US202311795164B1_286;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)CF)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;672;patent;US202311795164B1
US202311795164B1_287;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CN(N=C2)C)C3=CC=C(C=C3)CF;0;Luminescence;0;0;1;0;0;0;0;0;0;0;721;patent;US202311795164B1
US202311795164B1_288;C[C@@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)CF;0;Luminescence;0;0;1;0;0;0;0;0;0;0;820;patent;US202311795164B1
US202311795164B1_289;CN1C=C(C=N1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)N[C@H](CO)C(=O)N;0;Luminescence;0;1;0;0;0;0;0;0;0;0;875;patent;US202311795164B1
US202311795164B1_290;C1[C@H]([C@H](CS1)O)NC(=O)C2=CC(=NN(C2=O)C3=CN=CC=C3)C4=CC=C(C=C4)C(F)(F)F;0;Luminescence;1;0;0;0;0;0;0;1;0;0;2.82;patent;US202311795164B1
US202311795164B1_292;CC(C)(CNC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)OC(F)(F)F)O;0;Luminescence;1;0;0;0;0;0;0;0;0;0;45.9;patent;US202311795164B1
US202311795164B1_293;C1=CC(=CN=C1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)OC(F)(F)F)C(=O)NC[C@H](C(F)(F)F)O;0;Luminescence;0;1;0;0;0;0;0;0;0;0;82.2;patent;US202311795164B1
US202311795164B1_294;C[C@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)OC(F)(F)F;0;Luminescence;0;1;0;0;0;0;0;0;0;0;49.8;patent;US202311795164B1
US202311795164B1_295;C1=CC(=CN=C1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)OC(F)(F)F)C(=O)NC[C@@H](C(F)F)O;0;Luminescence;0;0;1;0;0;0;0;0;0;0;31.9;patent;US202311795164B1
US202311795164B1_296;C1=CC(=CN=C1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)OC(F)(F)F)C(=O)NC[C@@H](CF)O;0;Luminescence;0;0;1;0;0;0;0;0;0;0;118;patent;US202311795164B1
US202311795164B1_301;C1[C@H]([C@H](CO1)O)NC(=O)C2=CC(=NN(C2=O)C3=CC(=CN=C3)F)C4=CC=C(C=C4)Cl;0;Luminescence;1;0;0;0;0;0;0;1;0;0;31;patent;US202311795164B1
US202311795164B1_302;C[C@H](C(C)(C)O)NC(=O)C1=CC(=NN(C1=O)C2=CN=CC=C2)C3=CC=C(C=C3)Cl;0;Luminescence;0;1;0;0;0;0;0;0;0;0;81.5;patent;US202311795164B1
US202311795164B1_303;C[C@@H](CO)NC(=O)C1=CC(=NN(C1=O)C2=CC(=CN=C2)Cl)C3=CC=C(C=C3)Cl;0;Luminescence;0;0;1;0;0;0;0;0;0;0;133;patent;US202311795164B1
US202311795164B1_304;CC1=CC(=CN=C1)N2C(=O)C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=O)N[C@@H](C)CO;0;Luminescence;0;0;1;0;0;0;0;0;0;0;349;patent;US202311795164B1
